provincia,anio,valor_transacciones_miles_euros,n_trimestres_disponibles
Castellón/Castelló,2022,39306.55,4
Castellón/Castelló,2023,28496.260000000002,4
Castellón/Castelló,2024,47623.020000000004,4
Castellón/Castelló,2025,48939.11,4
Castellón/Castelló,2026,15683.58,1
Ceuta,2004,12060.0,4
Ceuta,2005,5441.8,4
Ceuta,2006,5094.1,4
Ceuta,2007,1855.3000000000002,4
Ceuta,2008,1167.35,4
Ceuta,2009,1647.6000000000001,4
Ceuta,2010,1093.1599999999999,4
Ceuta,2011,308.0,4
Ceuta,2012,505.03,4
Ceuta,2013,438.28,4
Ceuta,2014,303.0,4
Ceuta,2015,721.74,4
Ceuta,2016,186.0,4
Ceuta,2017,454.27,4
Ceuta,2018,208.0,4
Ceuta,2019,0.0,4
Ceuta,2020,200.0,4
Ceuta,2021,1902.89,4
Ceuta,2022,92.0,4
Ceuta,2023,40.0,4
Ceuta,2024,40.0,4
Ceuta,2025,750.0,4
Ceuta,2026,0.0,1
Ciudad Real,2004,68569.9,4
Ciudad Real,2005,115507.5,4
Ciudad Real,2006,108913.0,4
Ciudad Real,2007,124747.02614999999,4
Ciudad Real,2008,96086.89,4
Ciudad Real,2009,74561.8,4
Ciudad Real,2010,37132.35,4
Ciudad Real,2011,33228.29,4
Ciudad Real,2012,26144.97,4
Ciudad Real,2013,23143.62,4
Ciudad Real,2014,17447.06,4
Ciudad Real,2015,18234.42,4
Ciudad Real,2016,17663.34,4
Ciudad Real,2017,20305.86,4
Ciudad Real,2018,18980.32,4
Ciudad Real,2019,16277.119999999999,4
Ciudad Real,2020,13296.23,4
Ciudad Real,2021,24417.48,4
Ciudad Real,2022,22353.989999999998,4
Ciudad Real,2023,17991.4,4
Ciudad Real,2024,20896.67,4
Ciudad Real,2025,29523.03,4
Ciudad Real,2026,6418.85,1
Coruña (A),2004,167814.8,4
Coruña (A),2005,290009.8,4
Coruña (A),2006,127549.5,4
Coruña (A),2007,147304.0933,4
Coruña (A),2008,123840.92000000001,4
Coruña (A),2009,146817.06,4
Coruña (A),2010,33576.729999999996,4
Coruña (A),2011,27530.71,4
Coruña (A),2012,16087.06,4
Coruña (A),2013,15825.22,4
Coruña (A),2014,11920.380000000001,4
Coruña (A),2015,14458.52,4
Coruña (A),2016,6056.09,4
Coruña (A),2017,14311.65,4
Coruña (A),2018,23295.73,4
Coruña (A),2019,19636.8,4
Coruña (A),2020,13439.779999999999,4
Coruña (A),2021,28761.25,4
Coruña (A),2022,23265.24,4
Coruña (A),2023,16935.670000000002,4
Coruña (A),2024,20901.37,4
Coruña (A),2025,25014.15,4
Coruña (A),2026,9129.9,1
Cuenca,2004,42570.7,4
Cuenca,2005,26643.6,4
Cuenca,2006,19317.8,4
Cuenca,2007,48201.10143,4
Cuenca,2008,35857.54,4
Cuenca,2009,28121.12,4
Cuenca,2010,9829.18,4
Cuenca,2011,8152.89,4
Cuenca,2012,6028.25,4
Cuenca,2013,3955.79,4
Cuenca,2014,3414.07,4
Cuenca,2015,4585.14,4
Cuenca,2016,4096.9400000000005,4
Cuenca,2017,3463.89,4
Cuenca,2018,3065.75,4
Cuenca,2019,9910.49,4
Cuenca,2020,5402.01,4
Cuenca,2021,7941.76,4
Cuenca,2022,10808.39,4
Cuenca,2023,6899.66,4
Cuenca,2024,5217.099999999999,4
Cuenca,2025,10813.57,4
Cuenca,2026,2291.3,1
Cáceres,2004,201225.0,4
Cáceres,2005,163545.3,4
Cáceres,2006,68826.9,4
Cáceres,2007,135115.66064000002,4
Cáceres,2008,171466.77,4
Cáceres,2009,23337.86,4
Cáceres,2010,37250.009999999995,4
Cáceres,2011,15330.04,4
Cáceres,2012,18685.05,4
Cáceres,2013,8549.91,4
Cáceres,2014,9823.69,4
Cáceres,2015,11895.09,4
Cáceres,2016,13676.89,4
Cáceres,2017,8656.27,4
Cáceres,2018,9918.72,4
Cáceres,2019,18513.879999999997,4
Cáceres,2020,7816.24,4
Cáceres,2021,17126.45,4
Cáceres,2022,11813.23,4
Cáceres,2023,14585.369999999999,4
Cáceres,2024,12687.71,4
Cáceres,2025,15288.3,4
Cáceres,2026,3297.44,1
Cádiz,2004,943611.2,4
Cádiz,2005,825566.6,4
Cádiz,2006,379003.4,4
Cádiz,2007,907797.0396100001,4
Cádiz,2008,655608.55,4
Cádiz,2009,361840.9,4
Cádiz,2010,95943.29000000001,4
Cádiz,2011,74090.64,4
Cádiz,2012,63798.799999999996,4
Cádiz,2013,56744.16,4
Cádiz,2014,78952.23000000001,4
Cádiz,2015,38988.479999999996,4
Cádiz,2016,46868.45,4
Cádiz,2017,70398.0,4
Cádiz,2018,116670.56999999999,4
Cádiz,2019,53479.94,4
Cádiz,2020,55876.119999999995,4
Cádiz,2021,113303.2,4
Cádiz,2022,72802.05,4
Cádiz,2023,90085.75,4
Cádiz,2024,121777.51,4
Cádiz,2025,94434.29,4
Cádiz,2026,39396.3,1
Córdoba,2004,81179.79999999999,4
Córdoba,2005,190999.8,4
Córdoba,2006,215224.5,4
Córdoba,2007,290809.66524,4
Córdoba,2008,172299.8,4
Córdoba,2009,115208.86,4
Córdoba,2010,109444.34,4
Córdoba,2011,43830.01,4
Córdoba,2012,62976.4,4
Córdoba,2013,43085.89,4
Córdoba,2014,30863.829999999998,4
Córdoba,2015,18203.95,4
Córdoba,2016,43483.6,4
Córdoba,2017,35688.96,4
Córdoba,2018,38449.08,4
Córdoba,2019,44258.12,4
Córdoba,2020,24501.98,4
Córdoba,2021,53316.34,4
Córdoba,2022,40384.5,4
Córdoba,2023,26401.18,4
Córdoba,2024,25973.99,4
Córdoba,2025,34715.21,4
Córdoba,2026,6191.47,1
Girona,2004,801628.9,4
Girona,2005,964074.0,4
Girona,2006,733049.3999999999,4
Girona,2007,1030011.9508100001,4
Girona,2008,528389.39,4
Girona,2009,220590.01,4
Girona,2010,150468.48,4
Girona,2011,99884.81,4
Girona,2012,97662.48999999999,4
Girona,2013,76477.61,4
Girona,2014,84470.1,4
Girona,2015,83471.51,4
Girona,2016,97327.12,4
Girona,2017,139983.03999999998,4
Girona,2018,120949.44,4
Girona,2019,111031.67,4
Girona,2020,92320.66,4
Girona,2021,174843.09,4
Girona,2022,189599.25,4
Girona,2023,152146.72,4
Girona,2024,152664.56,4
Girona,2025,203557.62,4
Girona,2026,32977.27,1
Granada,2004,193018.5,4
Granada,2005,171240.2,4
Granada,2006,123187.9,4
Granada,2007,214978.26687999998,4
Granada,2008,198642.85,4
Granada,2009,83074.95,4
Granada,2010,48123.28,4
Granada,2011,50297.18,4
Granada,2012,28046.82,4
Granada,2013,26339.03,4
Granada,2014,19156.04,4
Granada,2015,48340.549999999996,4
Granada,2016,21790.82,4
Granada,2017,75392.94,4
Granada,2018,49392.43,4
Granada,2019,52190.33,4
Granada,2020,38174.380000000005,4
Granada,2021,70211.72,4
Granada,2022,60832.06,4
Granada,2023,53710.56,4
Granada,2024,58077.22,4
Granada,2025,64867.09,4
Granada,2026,14540.51,1
Guadalajara,2004,201118.1,4
Guadalajara,2005,290058.0,4
Guadalajara,2006,228921.7,4
Guadalajara,2007,209569.82929,4
Guadalajara,2008,227629.99,4
Guadalajara,2009,67056.77,4
Guadalajara,2010,73568.20999999999,4
Guadalajara,2011,76180.37,4
Guadalajara,2012,67609.73,4
Guadalajara,2013,63517.84,4
Guadalajara,2014,19292.37,4
Guadalajara,2015,44293.79,4
Guadalajara,2016,35988.09,4
Guadalajara,2017,55428.979999999996,4
Guadalajara,2018,152076.36,4
Guadalajara,2019,21182.45,4
Guadalajara,2020,18884.550000000003,4
Guadalajara,2021,62482.41,4
Guadalajara,2022,85886.37,4
Guadalajara,2023,63018.340000000004,4
Guadalajara,2024,32838.4,4
Guadalajara,2025,123410.65,4
Guadalajara,2026,20792.59,1
Guipúzcoa,2004,226188.2,4
Guipúzcoa,2005,166497.0,4
Guipúzcoa,2006,135396.5,4
Guipúzcoa,2007,307394.29317,4
Guipúzcoa,2008,156828.44,4
Guipúzcoa,2009,43744.58,4
Guipúzcoa,2010,64500.659999999996,4
Guipúzcoa,2011,27916.42,4
Guipúzcoa,2012,26158.67,4
Guipúzcoa,2013,7360.9400000000005,4
Guipúzcoa,2014,19056.97,4
Guipúzcoa,2015,32737.7,4
Guipúzcoa,2016,23395.43,4
Guipúzcoa,2017,21751.07,4
Guipúzcoa,2018,23991.23,4
Guipúzcoa,2019,32575.8,4
Guipúzcoa,2020,38151.14,4
Guipúzcoa,2021,24341.44,4
Guipúzcoa,2022,44843.100000000006,4
Guipúzcoa,2023,19184.25,4
Guipúzcoa,2024,20036.71,4
Guipúzcoa,2025,22063.559999999998,4
Guipúzcoa,2026,546.0,1
Huelva,2004,493536.7,4
Huelva,2005,154022.8,4
Huelva,2006,136536.6,4
Huelva,2007,160637.5627,4
Huelva,2008,115387.7,4
Huelva,2009,109981.09999999999,4
Huelva,2010,40601.37,4
Huelva,2011,51464.299999999996,4
Huelva,2012,20595.190000000002,4
Huelva,2013,21167.31,4
Huelva,2014,14179.8,4
Huelva,2015,42391.560000000005,4
Huelva,2016,10039.5,4
Huelva,2017,19106.53,4
Huelva,2018,13217.32,4
Huelva,2019,17394.75,4
Huelva,2020,11713.48,4
Huelva,2021,20915.77,4
Huelva,2022,19720.36,4
Huelva,2023,16476.36,4
Huelva,2024,27572.649999999998,4
Huelva,2025,34698.66,4
Huelva,2026,9585.76,1
Huesca,2004,92078.1,4
Huesca,2005,325401.3,4
Huesca,2006,63303.899999999994,4
Huesca,2007,62124.143039999995,4
Huesca,2008,25291.83,4
Huesca,2009,24080.519999999997,4
Huesca,2010,13862.51,4
Huesca,2011,11373.869999999999,4
Huesca,2012,19396.59,4
Huesca,2013,4138.79,4
Huesca,2014,10182.01,4
Huesca,2015,7562.52,4
Huesca,2016,7270.389999999999,4
Huesca,2017,9609.93,4
Huesca,2018,13143.66,4
Huesca,2019,7492.04,4
Huesca,2020,6929.03,4
Huesca,2021,18392.34,4
Huesca,2022,16442.66,4
Huesca,2023,17730.76,4
Huesca,2024,9193.82,4
Huesca,2025,16244.51,4
Huesca,2026,1734.9,1
Jaén,2004,26748.5,4
Jaén,2005,31324.300000000003,4
Jaén,2006,83314.0,4
Jaén,2007,116888.49519999999,4
Jaén,2008,81517.89,4
Jaén,2009,42679.41,4
Jaén,2010,59652.47,4
Jaén,2011,26149.019999999997,4
Jaén,2012,16165.29,4
Jaén,2013,15807.2,4
Jaén,2014,14043.220000000001,4
Jaén,2015,18138.89,4
Jaén,2016,14843.900000000001,4
Jaén,2017,21116.690000000002,4
Jaén,2018,18858.07,4
Jaén,2019,14079.37,4
Jaén,2020,12140.05,4
Jaén,2021,25677.57,4
Jaén,2022,26834.129999999997,4
Jaén,2023,22898.13,4
Jaén,2024,12429.87,4
Jaén,2025,15366.869999999999,4
Jaén,2026,3919.26,1
León,2004,286287.6,4
León,2005,187066.3,4
León,2006,200573.7,4
León,2007,112934.02941,4
León,2008,70276.94,4
León,2009,76512.81,4
León,2010,18531.510000000002,4
León,2011,8907.64,4
León,2012,10715.58,4
León,2013,11365.95,4
León,2014,11601.03,4
León,2015,6625.54,4
León,2016,7546.94,4
León,2017,11256.59,4
León,2018,11196.560000000001,4
León,2019,24807.21,4
León,2020,10753.66,4
León,2021,13563.01,4
León,2022,7518.37,4
León,2023,10879.39,4
León,2024,12752.23,4
León,2025,18331.960000000003,4
León,2026,2599.89,1
Lleida,2004,278458.2,4
Lleida,2005,305560.4,4
Lleida,2006,244443.9,4
Lleida,2007,328657.20275,4
Lleida,2008,212727.66,4
Lleida,2009,85602.34,4
Lleida,2010,32544.47,4
Lleida,2011,24696.59,4
Lleida,2012,15996.46,4
Lleida,2013,32693.99,4
Lleida,2014,21342.16,4
Lleida,2015,19629.98,4
Lleida,2016,18304.54,4
Lleida,2017,21397.04,4
Lleida,2018,17478.83,4
Lleida,2019,16956.09,4
Lleida,2020,14273.54,4
Lleida,2021,31000.48,4
Lleida,2022,24835.48,4
Lleida,2023,20573.649999999998,4
Lleida,2024,28387.13,4
Lleida,2025,45410.01,4
Lleida,2026,16930.68,1
Lugo,2004,27145.899999999998,4
Lugo,2005,29828.6,4
Lugo,2006,27014.6,4
Lugo,2007,30694.99721,4
Lugo,2008,14474.720000000001,4
Lugo,2009,15187.259999999998,4
Lugo,2010,9836.619999999999,4
Lugo,2011,4000.87,4
Lugo,2012,6011.25,4
Lugo,2013,1751.18,4
Lugo,2014,2837.29,4
Lugo,2015,3001.57,4
Lugo,2016,1093.12,4
Lugo,2017,2560.16,4
Lugo,2018,3277.72,4
Lugo,2019,3107.05,4
Lugo,2020,3710.63,4
Lugo,2021,4112.37,4
Lugo,2022,4223.860000000001,4
Lugo,2023,2622.4,4
Lugo,2024,2471.45,4
Lugo,2025,4378.38,4
Lugo,2026,805.93,1
Melilla,2004,2689.7,4
Melilla,2005,8734.4,4
Melilla,2006,5860.299999999999,4
Melilla,2007,543.4228,4
Melilla,2008,2416.39,4
Melilla,2009,993.5699999999999,4
Melilla,2010,1576.49,4
Melilla,2011,270.19,4
Melilla,2012,207.26,4
Melilla,2013,134.67,4
Melilla,2014,111.2,4
Melilla,2015,412.57,4
Melilla,2016,645.13,4
Melilla,2017,1010.5,4
Melilla,2018,59.879999999999995,4
Melilla,2019,438.46,4
Melilla,2020,80.0,4
Melilla,2021,493.33000000000004,4
Melilla,2022,70.0,4
Melilla,2023,293.93,4
Melilla,2024,184.5,4
Melilla,2025,46.0,4
Melilla,2026,37.05,1
Málaga,2004,1114748.4,4
Málaga,2005,769052.4,4
Málaga,2006,779006.5,4
Málaga,2007,1622678.0532,4
Málaga,2008,755249.71,4
Málaga,2009,420620.0,4
Málaga,2010,208980.76,4
Málaga,2011,272690.86,4
Málaga,2012,185590.83000000002,4
Málaga,2013,140149.33000000002,4
Málaga,2014,259098.0,4
Málaga,2015,208682.53999999998,4
Málaga,2016,359736.47,4
Málaga,2017,379920.61,4
Málaga,2018,351022.79000000004,4
Málaga,2019,341238.65,4
Málaga,2020,176942.25,4
Málaga,2021,383855.83,4
Málaga,2022,514565.11,4
Málaga,2023,338756.95999999996,4
Málaga,2024,359398.39,4
Málaga,2025,441393.32,4
Málaga,2026,175279.98,1
Ourense,2004,31559.9,4
Ourense,2005,22470.1,4
Ourense,2006,24066.300000000003,4
Ourense,2007,22208.222240000003,4
Ourense,2008,24058.760000000002,4
Ourense,2009,18143.24,4
Ourense,2010,14318.7,4
Ourense,2011,3505.17,4
Ourense,2012,1257.01,4
Ourense,2013,1594.51,4
Ourense,2014,1875.19,4
Ourense,2015,4360.05,4
Ourense,2016,1709.3400000000001,4
Ourense,2017,3511.9999999999995,4
Ourense,2018,3257.63,4
Ourense,2019,1099.05,4
Ourense,2020,2153.5,4
Ourense,2021,2627.76,4
Ourense,2022,1440.75,4
Ourense,2023,1262.83,4
Ourense,2024,1161.79,4
Ourense,2025,2209.7,4
Ourense,2026,496.02,1
Palencia,2004,51482.8,4
Palencia,2005,52714.799999999996,4
Palencia,2006,58723.9,4
Palencia,2007,19281.81655,4
Palencia,2008,42285.14,4
Palencia,2009,43233.15,4
Palencia,2010,7773.01,4
Palencia,2011,7840.37,4
Palencia,2012,5892.300000000001,4
Palencia,2013,12185.59,4
Palencia,2014,1983.46,4
Palencia,2015,6188.8,4
Palencia,2016,2417.23,4
Palencia,2017,2528.81,4
Palencia,2018,5012.7,4
Palencia,2019,3107.16,4
Palencia,2020,3901.71,4
Palencia,2021,8400.78,4
Palencia,2022,6587.13,4
Palencia,2023,3905.92,4
Palencia,2024,9337.65,4
Palencia,2025,8974.8,4
Palencia,2026,1514.04,1
Palmas (Las),2004,432425.7,4
Palmas (Las),2005,467661.7,4
Palmas (Las),2006,302867.5,4
Palmas (Las),2007,281170.77354,4
Palmas (Las),2008,179723.49,4
Palmas (Las),2009,97902.08,4
Palmas (Las),2010,40097.72,4
Palmas (Las),2011,51825.28999999999,4
Palmas (Las),2012,29054.03,4
Palmas (Las),2013,51079.65,4
Palmas (Las),2014,60916.17,4
Palmas (Las),2015,26896.4,4
Palmas (Las),2016,32539.03,4
Palmas (Las),2017,38263.26,4
Palmas (Las),2018,58327.06,4
Palmas (Las),2019,39942.979999999996,4
Palmas (Las),2020,39200.1,4
Palmas (Las),2021,41146.65,4
Palmas (Las),2022,57072.2,4
Palmas (Las),2023,58323.340000000004,4
Palmas (Las),2024,89636.06,4
Palmas (Las),2025,65591.16,4
Palmas (Las),2026,19448.09,1
Pontevedra,2004,181912.0,4
Pontevedra,2005,182836.1,4
Pontevedra,2006,104545.0,4
Pontevedra,2007,65685.85141,4
Pontevedra,2008,34782.45,4
Pontevedra,2009,47089.05,4
Pontevedra,2010,38943.380000000005,4
Pontevedra,2011,15415.0,4
Pontevedra,2012,11458.31,4
Pontevedra,2013,10733.93,4
Pontevedra,2014,9212.74,4
Pontevedra,2015,21491.63,4
Pontevedra,2016,9364.67,4
Pontevedra,2017,18152.9,4
Pontevedra,2018,19158.1,4
Pontevedra,2019,18393.89,4
Pontevedra,2020,9226.960000000001,4
Pontevedra,2021,26319.43,4
Pontevedra,2022,17742.98,4
Pontevedra,2023,13919.380000000001,4
Pontevedra,2024,11882.22,4
Pontevedra,2025,21025.7,4
Pontevedra,2026,6474.32,1
Salamanca,2004,91219.0,4
Salamanca,2005,40663.00000000001,4
Salamanca,2006,63201.6,4
Salamanca,2007,133501.26014,4
Salamanca,2008,104356.91,4
Salamanca,2009,41920.38,4
Salamanca,2010,33602.93,4
Salamanca,2011,19367.15,4
Salamanca,2012,9194.99,4
Salamanca,2013,9772.05,4
Salamanca,2014,3807.04,4
Salamanca,2015,11492.86,4
Salamanca,2016,5772.57,4
Salamanca,2017,11868.75,4
Salamanca,2018,8288.02,4
Salamanca,2019,7998.56,4
Salamanca,2020,9232.39,4
Salamanca,2021,14120.84,4
Salamanca,2022,10878.51,4
Salamanca,2023,15142.310000000001,4
Salamanca,2024,17037.35,4
Salamanca,2025,21838.77,4
Salamanca,2026,3345.35,1
Santa Cruz de Tenerife,2004,278627.9,4
Santa Cruz de Tenerife,2005,325022.0,4
Santa Cruz de Tenerife,2006,423769.60000000003,4
Santa Cruz de Tenerife,2007,223110.65571,4
Santa Cruz de Tenerife,2008,197088.08000000002,4
Santa Cruz de Tenerife,2009,95515.67,4
Santa Cruz de Tenerife,2010,62435.869999999995,4
Santa Cruz de Tenerife,2011,47219.979999999996,4
Santa Cruz de Tenerife,2012,41645.16,4
Santa Cruz de Tenerife,2013,34314.69,4
Santa Cruz de Tenerife,2014,42723.24,4
Santa Cruz de Tenerife,2015,26580.52,4
Santa Cruz de Tenerife,2016,55968.42,4
Santa Cruz de Tenerife,2017,59030.59,4
Santa Cruz de Tenerife,2018,72175.79000000001,4
Santa Cruz de Tenerife,2019,46654.95,4
Santa Cruz de Tenerife,2020,29587.68,4
Santa Cruz de Tenerife,2021,51898.89,4
Santa Cruz de Tenerife,2022,97389.83,4
Santa Cruz de Tenerife,2023,79821.75,4
Santa Cruz de Tenerife,2024,105016.87,4
Santa Cruz de Tenerife,2025,48837.5,4
Santa Cruz de Tenerife,2026,9277.04,1
Segovia,2004,106421.0,4
Segovia,2005,80602.7,4
Segovia,2006,96247.9,4
Segovia,2007,59386.067220000004,4
Segovia,2008,51667.07,4
Segovia,2009,19945.48,4
Segovia,2010,12524.65,4
Segovia,2011,12782.67,4
Segovia,2012,12955.93,4
Segovia,2013,3462.81,4
Segovia,2014,11441.080000000002,4
Segovia,2015,4389.03,4
Segovia,2016,4319.04,4
Segovia,2017,10826.03,4
Segovia,2018,10763.17,4
Segovia,2019,13104.029999999999,4
Segovia,2020,8228.41,4
Segovia,2021,16128.71,4
Segovia,2022,16916.15,4
Segovia,2023,10876.98,4
Segovia,2024,15011.22,4
Segovia,2025,21819.03,4
Segovia,2026,5291.44,1
Sevilla,2004,791654.9,4
Sevilla,2005,752561.1,4
Sevilla,2006,490677.1,4
Sevilla,2007,668389.18407,4
Sevilla,2008,313297.53,4
Sevilla,2009,204858.93,4
Sevilla,2010,149136.47,4
Sevilla,2011,206285.49,4
Sevilla,2012,77647.11,4
Sevilla,2013,86714.1,4
Sevilla,2014,110962.67,4
Sevilla,2015,80992.90000000001,4
Sevilla,2016,120829.22,4
Sevilla,2017,125102.53,4
Sevilla,2018,107863.29000000001,4
Sevilla,2019,103045.64,4
Sevilla,2020,69691.69,4
Sevilla,2021,185644.79,4
Sevilla,2022,146397.26,4
Sevilla,2023,138833.97,4
Sevilla,2024,125934.78,4
Sevilla,2025,205295.18,4
Sevilla,2026,25364.32,1
Soria,2004,18050.5,4
Soria,2005,23301.4,4
Soria,2006,19233.3,4
Soria,2007,23401.518819999998,4
Soria,2008,14459.55,4
Soria,2009,15421.67,4
Soria,2010,12510.54,4
Soria,2011,8230.72,4
Soria,2012,6885.219999999999,4
Soria,2013,2022.88,4
Soria,2014,6032.27,4
Soria,2015,3226.67,4
Soria,2016,2633.48,4
Soria,2017,5959.2300000000005,4
Soria,2018,1077.06,4
Soria,2019,2019.79,4
Soria,2020,1724.41,4
Soria,2021,5575.04,4
Soria,2022,4877.5,4
Soria,2023,2430.98,4
Soria,2024,5827.04,4
Soria,2025,8411.15,4
Soria,2026,394.72,1
Tarragona,2004,566355.0,4
Tarragona,2005,701979.0,4
Tarragona,2006,370733.2,4
Tarragona,2007,407898.26106,4
Tarragona,2008,655810.6799999999,4
Tarragona,2009,139544.63,4
Tarragona,2010,78380.44,4
Tarragona,2011,55702.44,4
Tarragona,2012,49068.68,4
Tarragona,2013,49835.53,4
Tarragona,2014,61334.97,4
Tarragona,2015,52072.18,4
Tarragona,2016,28592.5,4
Tarragona,2017,37829.34,4
Tarragona,2018,52988.61,4
Tarragona,2019,47043.68,4
Tarragona,2020,38307.31,4
