codigo_provincia,provincia,anio,trimestre,periodo,tasa_actividad_pct_hombres,tasa_empleo_pct_hombres,tasa_paro_pct_hombres,tasa_actividad_pct_mujeres,tasa_empleo_pct_mujeres,tasa_paro_pct_mujeres,tasa_actividad_pct_total,tasa_empleo_pct_total,tasa_paro_pct_total
13,Ciudad Real,2022,3,2022T3,63.73,54.66,14.23,48.21,34.79,27.85,55.86,44.58,20.19
13,Ciudad Real,2022,4,2022T4,63.6,53.2,16.35,48.37,34.76,28.14,55.85,43.82,21.54
13,Ciudad Real,2023,1,2023T1,62.41,54.22,13.11,47.17,34.69,26.45,54.66,44.29,18.96
13,Ciudad Real,2023,2,2023T2,61.85,54.79,11.42,48.41,38.49,20.49,55.0,46.48,15.49
13,Ciudad Real,2023,3,2023T3,62.24,54.76,12.02,48.27,38.49,20.26,55.16,46.52,15.67
13,Ciudad Real,2023,4,2023T4,61.83,53.97,12.72,48.02,38.6,19.61,54.81,46.16,15.78
13,Ciudad Real,2024,1,2024T1,60.89,52.36,14.01,47.83,37.27,22.07,54.25,44.69,17.63
13,Ciudad Real,2024,2,2024T2,63.16,54.71,13.37,48.2,36.88,23.5,55.55,45.64,17.84
13,Ciudad Real,2024,3,2024T3,61.77,54.44,11.86,51.43,40.06,22.1,56.51,47.13,16.6
13,Ciudad Real,2024,4,2024T4,60.23,52.92,12.13,49.87,40.03,19.73,54.99,46.4,15.62
13,Ciudad Real,2025,1,2025T1,62.61,54.03,13.69,49.93,40.22,19.43,56.2,47.06,16.27
13,Ciudad Real,2025,2,2025T2,60.46,51.6,14.66,50.5,40.65,19.51,55.43,46.06,16.89
13,Ciudad Real,2025,3,2025T3,60.05,53.45,11.0,51.07,40.27,21.14,55.53,46.81,15.69
13,Ciudad Real,2025,4,2025T4,59.15,53.28,9.92,51.85,44.32,14.54,55.48,48.77,12.09
14,Córdoba,2015,1,2015T1,63.67,47.67,25.13,49.84,31.84,36.12,56.56,39.53,30.11
14,Córdoba,2015,2,2015T2,63.99,47.84,25.23,50.74,33.58,33.83,57.18,40.51,29.15
14,Córdoba,2015,3,2015T3,63.94,44.79,29.94,49.59,33.59,32.27,56.57,39.04,30.99
14,Córdoba,2015,4,2015T4,64.51,47.16,26.9,49.98,33.43,33.11,57.05,40.11,29.7
14,Córdoba,2016,1,2016T1,66.03,47.44,28.15,50.15,35.28,29.65,57.87,41.19,28.82
14,Córdoba,2016,2,2016T2,65.94,47.21,28.4,51.15,34.64,32.28,58.34,40.75,30.15
14,Córdoba,2016,3,2016T3,66.96,47.34,29.29,51.38,32.55,36.65,58.95,39.74,32.59
14,Córdoba,2016,4,2016T4,66.38,48.73,26.59,49.63,33.26,33.0,57.77,40.78,29.42
14,Córdoba,2017,1,2017T1,66.1,50.83,23.1,50.64,33.93,32.99,58.16,42.15,27.53
14,Córdoba,2017,2,2017T2,65.64,50.15,23.59,49.66,33.08,33.39,57.43,41.38,27.94
14,Córdoba,2017,3,2017T3,66.8,49.48,25.92,49.88,32.1,35.64,58.11,40.56,30.21
14,Córdoba,2017,4,2017T4,64.93,50.68,21.96,49.1,32.74,33.32,56.8,41.46,27.0
14,Córdoba,2018,1,2018T1,63.36,51.52,18.7,51.03,33.99,33.39,57.03,42.51,25.45
14,Córdoba,2018,2,2018T2,65.26,52.56,19.47,50.22,33.54,33.22,57.53,42.78,25.63
14,Córdoba,2018,3,2018T3,63.86,51.49,19.36,48.24,32.34,32.96,55.83,41.65,25.4
14,Córdoba,2018,4,2018T4,63.21,52.35,17.18,48.77,34.65,28.95,55.79,43.26,22.47
14,Córdoba,2019,1,2019T1,63.47,53.56,15.62,49.53,35.85,27.63,56.31,44.45,21.05
14,Córdoba,2019,2,2019T2,63.82,53.06,16.86,50.1,35.75,28.64,56.77,44.16,22.21
14,Córdoba,2019,3,2019T3,65.33,51.47,21.21,49.83,34.71,30.33,57.36,42.85,25.28
14,Córdoba,2019,4,2019T4,64.86,50.65,21.9,49.15,36.4,25.95,56.78,43.32,23.7
14,Córdoba,2020,1,2020T1,63.87,50.09,21.58,51.25,36.49,28.8,57.38,43.09,24.89
14,Córdoba,2020,2,2020T2,62.37,49.88,20.03,45.74,32.12,29.76,53.82,40.75,24.29
14,Córdoba,2020,3,2020T3,63.51,50.38,20.67,47.39,33.93,28.41,55.22,41.92,24.09
14,Córdoba,2020,4,2020T4,64.53,51.62,20.0,51.67,37.12,28.16,57.91,44.16,23.75
14,Córdoba,2021,1,2021T1,64.61,54.7,15.35,49.32,36.37,26.25,56.76,45.29,20.21
14,Córdoba,2021,2,2021T2,65.59,53.13,19.01,49.89,35.81,28.22,57.56,44.26,23.1
14,Córdoba,2021,3,2021T3,64.98,52.95,18.51,51.25,36.2,29.37,57.93,44.35,23.44
14,Córdoba,2021,4,2021T4,64.1,55.09,14.06,50.3,39.46,21.54,57.0,47.04,17.46
14,Córdoba,2022,1,2022T1,61.62,53.74,12.79,49.87,39.12,21.55,55.57,46.22,16.84
14,Córdoba,2022,2,2022T2,59.78,50.26,15.92,50.26,37.15,26.09,54.88,43.51,20.72
14,Córdoba,2022,3,2022T3,60.86,48.95,19.56,50.35,37.63,25.27,55.46,43.13,22.23
14,Córdoba,2022,4,2022T4,59.54,50.01,15.99,49.86,39.88,20.02,54.56,44.8,17.88
14,Córdoba,2023,1,2023T1,61.25,52.1,14.94,48.97,38.34,21.71,54.98,45.07,18.02
14,Córdoba,2023,2,2023T2,63.86,52.64,17.56,49.15,35.58,27.61,56.3,43.87,22.07
14,Córdoba,2023,3,2023T3,63.6,54.41,14.46,47.09,36.44,22.62,55.12,45.18,18.04
14,Córdoba,2023,4,2023T4,64.53,57.62,10.71,47.82,37.48,21.62,55.93,47.26,15.5
14,Córdoba,2024,1,2024T1,64.95,57.9,10.85,49.36,39.77,19.44,56.96,48.6,14.67
14,Córdoba,2024,2,2024T2,62.86,54.39,13.48,50.55,39.28,22.31,56.53,46.61,17.54
14,Córdoba,2024,3,2024T3,64.73,55.24,14.66,50.41,40.32,20.02,57.37,47.57,17.08
14,Córdoba,2024,4,2024T4,65.07,56.57,13.05,53.9,42.13,21.83,59.29,49.1,17.18
14,Córdoba,2025,1,2025T1,62.69,53.77,14.23,54.51,43.23,20.68,58.48,48.36,17.32
14,Córdoba,2025,2,2025T2,60.61,53.33,12.0,52.2,40.9,21.64,56.29,46.95,16.59
14,Córdoba,2025,3,2025T3,60.98,53.46,12.33,51.32,38.56,24.87,56.01,45.79,18.25
14,Córdoba,2025,4,2025T4,64.3,55.75,13.3,53.06,41.73,21.36,58.55,48.57,17.04
15,"Coruña, A",2015,1,2015T1,60.68,48.89,19.42,49.83,39.78,20.17,54.99,44.12,19.77
15,"Coruña, A",2015,2,2015T2,60.15,49.46,17.77,49.82,40.74,18.22,54.74,44.89,17.98
15,"Coruña, A",2015,3,2015T3,60.59,51.07,15.71,49.39,41.26,16.47,54.72,45.93,16.07
15,"Coruña, A",2015,4,2015T4,59.14,50.24,15.04,50.2,41.86,16.62,54.46,45.85,15.81
15,"Coruña, A",2016,1,2016T1,58.94,49.87,15.38,50.0,41.54,16.9,54.25,45.51,16.11
15,"Coruña, A",2016,2,2016T2,59.96,50.71,15.42,49.67,41.78,15.88,54.57,46.03,15.64
15,"Coruña, A",2016,3,2016T3,60.15,51.79,13.9,50.8,42.14,17.04,55.25,46.74,15.41
15,"Coruña, A",2016,4,2016T4,59.95,52.01,13.25,50.91,42.86,15.81,55.21,47.21,14.49
15,"Coruña, A",2017,1,2017T1,59.1,49.78,15.76,50.46,42.84,15.1,54.57,46.14,15.44
15,"Coruña, A",2017,2,2017T2,60.07,51.9,13.6,50.3,42.6,15.3,54.95,47.02,14.42
15,"Coruña, A",2017,3,2017T3,59.72,52.33,12.38,50.95,43.66,14.32,55.12,47.78,13.32
15,"Coruña, A",2017,4,2017T4,59.04,51.35,13.02,50.45,43.41,13.95,54.53,47.19,13.47
15,"Coruña, A",2018,1,2018T1,59.0,51.04,13.48,50.1,42.93,14.3,54.33,46.79,13.88
15,"Coruña, A",2018,2,2018T2,59.31,51.65,12.92,51.29,44.11,14.0,55.1,47.7,13.44
15,"Coruña, A",2018,3,2018T3,59.62,53.26,10.67,51.2,45.49,11.15,55.2,49.18,10.9
15,"Coruña, A",2018,4,2018T4,58.83,52.73,10.37,50.61,45.01,11.05,54.51,48.68,10.7
15,"Coruña, A",2019,1,2019T1,59.03,53.13,9.99,50.63,45.45,10.23,54.62,49.1,10.11
15,"Coruña, A",2019,2,2019T2,59.32,54.01,8.96,50.69,45.17,10.87,54.79,49.37,9.89
15,"Coruña, A",2019,3,2019T3,60.0,54.48,9.19,50.66,44.6,11.95,55.09,49.3,10.52
15,"Coruña, A",2019,4,2019T4,59.55,54.2,8.99,50.41,44.53,11.68,54.75,49.12,10.29
15,"Coruña, A",2020,1,2020T1,58.34,52.87,9.37,50.02,43.18,13.67,53.97,47.79,11.46
15,"Coruña, A",2020,2,2020T2,56.87,50.62,11.0,47.65,42.56,10.68,52.04,46.39,10.85
15,"Coruña, A",2020,3,2020T3,57.96,52.17,9.98,48.16,42.33,12.1,52.82,47.01,10.99
15,"Coruña, A",2020,4,2020T4,57.39,51.06,11.02,49.03,43.01,12.28,53.0,46.83,11.63
15,"Coruña, A",2021,1,2021T1,56.47,49.73,11.94,48.14,41.8,13.18,52.1,45.57,12.54
15,"Coruña, A",2021,2,2021T2,57.23,51.03,10.85,48.56,42.96,11.53,52.67,46.79,11.18
15,"Coruña, A",2021,3,2021T3,58.97,54.06,8.34,47.57,43.6,8.34,52.98,48.56,8.34
15,"Coruña, A",2021,4,2021T4,58.23,52.84,9.25,48.4,42.82,11.53,53.06,47.57,10.34
15,"Coruña, A",2022,1,2022T1,58.09,53.08,8.62,48.17,42.75,11.25,52.88,47.66,9.87
15,"Coruña, A",2022,2,2022T2,58.64,52.66,10.2,49.21,43.41,11.79,53.69,47.8,10.97
15,"Coruña, A",2022,3,2022T3,58.34,53.02,9.12,50.45,45.45,9.92,54.2,49.04,9.51
15,"Coruña, A",2022,4,2022T4,55.88,50.64,9.37,50.2,44.82,10.73,52.9,47.58,10.05
15,"Coruña, A",2023,1,2023T1,57.34,51.43,10.31,49.26,43.83,11.02,53.1,47.44,10.65
15,"Coruña, A",2023,2,2023T2,57.11,52.93,7.33,49.83,44.56,10.59,53.28,48.52,8.93
15,"Coruña, A",2023,3,2023T3,58.3,54.11,7.19,49.66,44.87,9.65,53.75,49.24,8.39
15,"Coruña, A",2023,4,2023T4,57.68,53.05,8.02,49.26,44.89,8.89,53.26,48.76,8.44
15,"Coruña, A",2024,1,2024T1,58.39,53.31,8.7,49.38,44.62,9.64,53.65,48.74,9.15
15,"Coruña, A",2024,2,2024T2,58.06,53.76,7.4,48.17,44.26,8.11,52.86,48.77,7.74
15,"Coruña, A",2024,3,2024T3,58.07,53.66,7.59,48.92,45.03,7.96,53.26,49.12,7.77
15,"Coruña, A",2024,4,2024T4,56.59,53.24,5.92,49.18,44.93,8.64,52.7,48.88,7.26
15,"Coruña, A",2025,1,2025T1,56.95,52.99,6.95,49.66,45.8,7.76,53.12,49.22,7.35
15,"Coruña, A",2025,2,2025T2,56.82,52.58,7.45,50.15,46.71,6.86,53.32,49.5,7.16
15,"Coruña, A",2025,3,2025T3,56.86,53.81,5.38,51.47,47.23,8.23,54.02,50.35,6.81
15,"Coruña, A",2025,4,2025T4,57.97,54.19,6.52,51.44,47.04,8.56,54.53,50.43,7.53
16,Cuenca,2015,1,2015T1,61.71,46.06,25.36,45.26,33.28,26.47,53.62,39.78,25.82
16,Cuenca,2015,2,2015T2,61.68,48.57,21.25,44.48,32.25,27.5,53.22,40.54,23.82
16,Cuenca,2015,3,2015T3,61.53,49.5,19.55,43.68,32.47,25.66,52.75,41.12,22.04
16,Cuenca,2015,4,2015T4,62.63,51.01,18.55,44.86,36.29,19.1,53.89,43.77,18.78
16,Cuenca,2016,1,2016T1,64.84,52.48,19.07,46.79,37.05,20.82,55.96,44.88,19.79
16,Cuenca,2016,2,2016T2,65.32,53.58,17.96,44.84,35.41,21.03,55.24,44.64,19.19
16,Cuenca,2016,3,2016T3,68.66,56.44,17.8,46.93,37.24,20.64,57.96,46.99,18.93
16,Cuenca,2016,4,2016T4,66.32,58.74,11.44,45.93,37.58,18.18,56.28,48.32,14.15
16,Cuenca,2017,1,2017T1,66.7,57.42,13.91,46.58,36.42,21.81,56.79,47.08,17.1
16,Cuenca,2017,2,2017T2,64.61,55.33,14.36,44.64,36.72,17.75,54.77,46.16,15.73
16,Cuenca,2017,3,2017T3,62.85,55.87,11.11,45.44,37.65,17.15,54.28,46.89,13.6
16,Cuenca,2017,4,2017T4,63.27,54.43,13.97,48.11,37.75,21.53,55.81,46.22,17.18
16,Cuenca,2018,1,2018T1,62.75,53.77,14.31,44.98,37.55,16.5,54.0,45.79,15.21
16,Cuenca,2018,2,2018T2,62.63,53.23,15.01,46.26,38.0,17.87,54.57,45.73,16.2
16,Cuenca,2018,3,2018T3,61.72,52.45,15.01,47.76,38.93,18.49,54.85,45.8,16.5
16,Cuenca,2018,4,2018T4,63.18,55.77,11.73,51.3,43.0,16.18,57.33,49.48,13.69
16,Cuenca,2019,1,2019T1,63.3,57.45,9.24,48.6,42.32,12.93,56.06,50.0,10.81
16,Cuenca,2019,2,2019T2,61.95,54.92,11.34,50.13,42.66,14.9,56.13,48.89,12.91
16,Cuenca,2019,3,2019T3,63.83,55.51,13.04,49.34,41.87,15.12,56.69,48.79,13.93
16,Cuenca,2019,4,2019T4,65.28,57.62,11.74,46.64,37.9,18.74,56.1,47.9,14.61
16,Cuenca,2020,1,2020T1,64.3,55.21,14.14,46.1,36.36,21.14,55.33,45.92,17.01
16,Cuenca,2020,2,2020T2,63.78,53.45,16.19,41.23,34.81,15.57,52.66,44.26,15.96
16,Cuenca,2020,3,2020T3,63.93,54.62,14.57,44.94,35.8,20.33,54.57,45.34,16.91
16,Cuenca,2020,4,2020T4,64.2,57.69,10.14,45.23,37.76,16.5,54.85,47.87,12.73
16,Cuenca,2021,1,2021T1,62.87,57.32,8.84,43.41,34.21,21.2,53.13,45.75,13.89
16,Cuenca,2021,2,2021T2,61.88,54.7,11.61,45.46,38.26,15.84,53.67,46.48,13.4
16,Cuenca,2021,3,2021T3,63.0,57.9,8.08,48.92,40.87,16.45,55.99,49.43,11.72
16,Cuenca,2021,4,2021T4,63.62,58.43,8.16,47.69,42.38,11.12,55.7,50.45,9.42
16,Cuenca,2022,1,2022T1,61.25,55.26,9.78,46.99,41.53,11.61,54.12,48.4,10.57
16,Cuenca,2022,2,2022T2,63.29,56.74,10.35,49.0,43.55,11.12,56.17,50.17,10.68
16,Cuenca,2022,3,2022T3,63.06,59.29,5.97,49.34,42.79,13.27,56.25,51.1,9.15
16,Cuenca,2022,4,2022T4,59.38,56.2,5.36,49.2,43.64,11.31,54.33,49.97,8.03
16,Cuenca,2023,1,2023T1,59.16,54.44,7.98,48.13,39.81,17.28,53.69,47.18,12.12
16,Cuenca,2023,2,2023T2,59.82,53.64,10.33,50.97,43.61,14.44,55.43,48.67,12.21
16,Cuenca,2023,3,2023T3,63.7,58.74,7.78,49.56,43.16,12.92,56.71,51.04,10.0
16,Cuenca,2023,4,2023T4,63.37,58.79,7.23,49.23,41.04,16.63,56.36,49.99,11.3
16,Cuenca,2024,1,2024T1,64.86,58.87,9.23,52.44,41.03,21.75,58.73,50.08,14.74
16,Cuenca,2024,2,2024T2,64.9,60.4,6.93,49.13,40.65,17.26,57.1,50.63,11.33
16,Cuenca,2024,3,2024T3,65.4,60.07,8.16,50.11,44.31,11.57,57.85,52.28,9.62
16,Cuenca,2024,4,2024T4,60.75,58.1,4.36,49.75,45.41,8.72,55.35,51.87,6.29
16,Cuenca,2025,1,2025T1,59.87,56.44,5.72,45.57,39.98,12.28,52.82,48.32,8.51
16,Cuenca,2025,2,2025T2,63.52,58.59,7.75,50.73,45.04,11.2,57.23,51.93,9.25
16,Cuenca,2025,3,2025T3,63.72,59.79,6.17,46.65,39.57,15.17,55.32,49.84,9.91
16,Cuenca,2025,4,2025T4,66.7,59.15,11.31,48.78,40.11,17.77,57.84,49.74,14.0
17,Girona,2015,1,2015T1,70.2,55.0,21.65,58.37,45.41,22.2,64.24,50.17,21.9
17,Girona,2015,2,2015T2,68.5,55.97,18.3,58.76,46.86,20.26,63.61,51.39,19.21
17,Girona,2015,3,2015T3,68.99,56.63,17.92,58.08,47.5,18.21,63.5,52.04,18.05
17,Girona,2015,4,2015T4,67.61,54.63,19.2,57.23,45.58,20.36,62.38,50.07,19.73
17,Girona,2016,1,2016T1,66.1,54.66,17.3,58.08,47.8,17.7,62.06,51.2,17.49
17,Girona,2016,2,2016T2,65.95,55.14,16.4,58.92,48.58,17.56,62.41,51.83,16.95
17,Girona,2016,3,2016T3,67.48,57.37,14.99,59.59,51.14,14.19,63.5,54.22,14.61
17,Girona,2016,4,2016T4,66.27,56.35,14.97,57.5,48.22,16.13,61.84,52.25,15.51
17,Girona,2017,1,2017T1,65.66,54.49,17.01,56.9,47.2,17.06,61.24,50.81,17.03
17,Girona,2017,2,2017T2,67.37,58.97,12.48,58.25,50.17,13.87,62.77,54.53,13.13
17,Girona,2017,3,2017T3,68.8,59.95,12.86,59.2,52.58,11.19,63.96,56.23,12.08
17,Girona,2017,4,2017T4,67.09,58.25,13.17,56.87,48.83,14.13,61.93,53.5,13.61
17,Girona,2018,1,2018T1,66.17,57.44,13.2,54.83,46.57,15.06,60.45,51.96,14.05
17,Girona,2018,2,2018T2,67.6,60.72,10.19,59.01,50.98,13.61,63.27,55.81,11.8
17,Girona,2018,3,2018T3,69.07,63.08,8.66,58.25,52.85,9.26,63.61,57.92,8.94
17,Girona,2018,4,2018T4,67.99,59.88,11.94,56.49,51.15,9.45,62.19,55.47,10.8
17,Girona,2019,1,2019T1,68.02,59.75,12.16,56.87,48.43,14.84,62.4,54.04,13.39
17,Girona,2019,2,2019T2,68.04,61.12,10.16,58.52,52.2,10.81,63.24,56.62,10.46
17,Girona,2019,3,2019T3,67.2,62.32,7.27,60.14,54.83,8.83,63.64,58.55,8.01
17,Girona,2019,4,2019T4,66.3,59.71,9.94,59.02,53.74,8.94,62.63,56.7,9.47
17,Girona,2020,1,2020T1,66.48,58.82,11.52,57.37,51.68,9.91,61.89,55.23,10.77
17,Girona,2020,2,2020T2,64.53,55.52,13.96,55.92,47.36,15.3,60.19,51.41,14.58
17,Girona,2020,3,2020T3,66.49,58.74,11.65,57.05,50.3,11.82,61.73,54.49,11.73
17,Girona,2020,4,2020T4,65.65,56.4,14.09,56.15,49.15,12.46,60.86,52.75,13.33
17,Girona,2021,1,2021T1,64.3,55.2,14.15,57.87,48.64,15.95,61.07,51.91,15.0
17,Girona,2021,2,2021T2,68.13,58.68,13.86,57.35,48.61,15.24,62.74,53.65,14.49
17,Girona,2021,3,2021T3,67.27,60.4,10.22,59.57,52.22,12.33,63.42,56.31,11.21
17,Girona,2021,4,2021T4,67.04,60.13,10.31,57.77,50.71,12.22,62.41,55.42,11.2
17,Girona,2022,1,2022T1,65.82,59.11,10.19,57.87,51.57,10.89,61.85,55.34,10.52
17,Girona,2022,2,2022T2,68.15,62.35,8.52,59.69,54.44,8.8,63.93,58.4,8.65
17,Girona,2022,3,2022T3,68.27,63.74,6.64,57.11,52.02,8.92,62.69,57.87,7.68
17,Girona,2022,4,2022T4,67.76,61.98,8.53,56.19,50.84,9.52,61.94,56.38,8.98
17,Girona,2023,1,2023T1,66.68,59.76,10.38,55.59,48.41,12.91,61.12,54.07,11.53
17,Girona,2023,2,2023T2,66.83,60.7,9.17,55.32,49.57,10.4,61.06,55.12,9.73
17,Girona,2023,3,2023T3,67.72,61.36,9.38,57.46,52.2,9.15,62.55,56.75,9.28
17,Girona,2023,4,2023T4,65.11,60.69,6.79,53.68,47.08,12.28,59.37,53.85,9.29
17,Girona,2024,1,2024T1,66.57,59.6,10.47,55.49,47.23,14.87,61.03,53.42,12.47
17,Girona,2024,2,2024T2,67.82,61.75,8.94,56.42,50.0,11.38,62.11,55.87,10.05
17,Girona,2024,3,2024T3,66.31,60.49,8.78,56.6,53.03,6.3,61.43,56.74,7.63
17,Girona,2024,4,2024T4,65.99,61.17,7.31,54.42,49.96,8.2,60.16,55.52,7.72
17,Girona,2025,1,2025T1,65.17,59.8,8.25,56.86,50.57,11.07,60.99,55.15,9.57
17,Girona,2025,2,2025T2,68.44,63.11,7.79,56.02,51.76,7.6,62.18,57.39,7.71
17,Girona,2025,3,2025T3,65.49,61.6,5.94,58.34,54.7,6.24,61.9,58.13,6.08
17,Girona,2025,4,2025T4,65.69,58.37,11.15,55.3,50.37,8.91,60.48,54.35,10.13
18,Granada,2015,1,2015T1,66.85,46.25,30.82,51.37,31.74,38.22,58.97,38.86,34.1
18,Granada,2015,2,2015T2,66.52,48.51,27.07,50.88,32.45,36.23,58.56,40.33,31.12
18,Granada,2015,3,2015T3,65.63,47.72,27.3,50.66,34.06,32.77,58.01,40.76,29.73
18,Granada,2015,4,2015T4,64.84,47.6,26.59,51.83,35.51,31.5,58.22,41.44,28.82
18,Granada,2016,1,2016T1,65.13,47.36,27.28,52.07,35.15,32.5,58.48,41.14,29.65
18,Granada,2016,2,2016T2,66.16,46.78,29.29,53.62,34.57,35.53,59.77,40.56,32.14
18,Granada,2016,3,2016T3,63.2,46.74,26.06,53.12,35.85,32.52,58.07,41.19,29.07
18,Granada,2016,4,2016T4,63.85,46.9,26.55,53.05,36.28,31.62,58.35,41.49,28.89
18,Granada,2017,1,2017T1,64.07,49.43,22.85,53.32,37.91,28.91,58.6,43.56,25.66
18,Granada,2017,2,2017T2,64.65,49.7,23.12,52.74,38.84,26.36,58.58,44.17,24.61
18,Granada,2017,3,2017T3,63.66,48.13,24.4,53.06,37.19,29.9,58.26,42.56,26.95
18,Granada,2017,4,2017T4,63.65,48.46,23.87,51.47,36.94,28.25,57.45,42.59,25.87
18,Granada,2018,1,2018T1,64.34,50.46,21.57,50.97,35.85,29.66,57.53,43.03,25.21
18,Granada,2018,2,2018T2,62.61,49.46,20.99,50.3,36.62,27.2,56.34,42.93,23.81
18,Granada,2018,3,2018T3,64.81,50.64,21.87,51.02,36.84,27.8,57.79,43.62,24.53
18,Granada,2018,4,2018T4,63.49,51.54,18.82,48.73,35.58,26.98,55.98,43.42,22.44
18,Granada,2019,1,2019T1,62.99,52.39,16.83,48.68,35.19,27.71,55.71,43.63,21.67
18,Granada,2019,2,2019T2,64.6,50.84,21.3,49.97,36.3,27.37,57.16,43.44,24.0
18,Granada,2019,3,2019T3,63.86,50.18,21.42,48.76,36.03,26.1,56.17,42.98,23.49
18,Granada,2019,4,2019T4,63.51,53.16,16.29,47.85,36.36,24.02,55.54,44.61,19.68
18,Granada,2020,1,2020T1,62.01,51.85,16.38,46.53,36.04,22.54,54.13,43.8,19.08
18,Granada,2020,2,2020T2,60.44,45.67,24.43,43.78,32.26,26.32,51.96,38.85,25.24
18,Granada,2020,3,2020T3,60.3,46.41,23.03,48.1,33.93,29.47,54.09,40.06,25.94
18,Granada,2020,4,2020T4,62.24,49.34,20.72,49.03,34.38,29.89,55.52,41.73,24.84
18,Granada,2021,1,2021T1,63.86,49.34,22.74,48.85,36.4,25.49,56.21,42.74,23.96
18,Granada,2021,2,2021T2,63.87,50.28,21.28,51.5,38.14,25.94,57.55,44.08,23.41
18,Granada,2021,3,2021T3,63.6,48.66,23.48,50.95,40.0,21.49,57.14,44.24,22.57
18,Granada,2021,4,2021T4,64.39,50.87,20.99,50.66,40.49,20.08,57.36,45.56,20.58
18,Granada,2022,1,2022T1,63.55,51.84,18.42,49.82,39.66,20.4,56.51,45.6,19.31
18,Granada,2022,2,2022T2,64.48,51.56,20.03,52.24,39.24,24.89,58.21,45.24,22.27
18,Granada,2022,3,2022T3,64.86,51.73,20.24,51.84,38.69,25.37,58.17,45.03,22.59
18,Granada,2022,4,2022T4,64.91,53.21,18.03,48.96,38.32,21.72,56.77,45.61,19.66
18,Granada,2023,1,2023T1,64.1,54.09,15.6,51.15,37.95,25.8,57.48,45.84,20.24
18,Granada,2023,2,2023T2,64.62,54.5,15.66,52.08,40.7,21.84,58.22,47.47,18.48
18,Granada,2023,3,2023T3,64.62,52.89,18.16,55.09,40.95,25.66,59.73,46.76,21.71
18,Granada,2023,4,2023T4,63.29,51.06,19.32,53.37,40.47,24.17,58.2,45.63,21.6
18,Granada,2024,1,2024T1,62.28,47.95,23.02,51.94,40.66,21.72,56.98,44.21,22.41
18,Granada,2024,2,2024T2,59.12,48.58,17.83,54.16,40.77,24.71,56.58,44.58,21.2
18,Granada,2024,3,2024T3,60.6,49.16,18.89,51.77,38.43,25.78,56.09,43.67,22.14
18,Granada,2024,4,2024T4,61.52,50.07,18.61,50.89,39.9,21.59,56.09,44.88,19.99
18,Granada,2025,1,2025T1,60.83,50.76,16.55,50.4,38.72,23.18,55.48,44.58,19.64
18,Granada,2025,2,2025T2,60.7,51.2,15.64,49.4,39.08,20.9,54.92,45.01,18.05
18,Granada,2025,3,2025T3,63.64,52.66,17.26,52.03,41.07,21.06,57.7,46.73,19.01
18,Granada,2025,4,2025T4,61.36,51.75,15.67,49.81,40.23,19.22,55.47,45.88,17.3
19,Guadalajara,2015,1,2015T1,69.13,54.48,21.2,63.1,51.08,19.05,66.18,52.81,20.2
19,Guadalajara,2015,2,2015T2,68.44,57.27,16.32,61.28,48.26,21.25,64.93,52.85,18.6
19,Guadalajara,2015,3,2015T3,71.52,59.43,16.91,61.63,48.24,21.73,66.68,53.95,19.09
19,Guadalajara,2015,4,2015T4,70.76,59.22,16.32,62.38,48.16,22.8,66.65,53.79,19.29
19,Guadalajara,2016,1,2016T1,70.01,60.2,14.02,60.66,47.11,22.34,65.43,53.78,17.8
19,Guadalajara,2016,2,2016T2,69.59,59.05,15.15,60.7,48.73,19.73,65.23,53.98,17.24
19,Guadalajara,2016,3,2016T3,71.06,58.71,17.39,57.7,46.53,19.37,64.51,52.73,18.26
19,Guadalajara,2016,4,2016T4,71.75,59.27,17.4,59.44,48.5,18.41,65.71,53.98,17.85
19,Guadalajara,2017,1,2017T1,69.51,59.26,14.74,59.22,47.19,20.3,64.45,53.33,17.25
19,Guadalajara,2017,2,2017T2,68.04,59.12,13.11,59.83,48.96,18.17,64.0,54.13,15.43
19,Guadalajara,2017,3,2017T3,69.97,62.22,11.07,57.12,48.98,14.24,63.66,55.72,12.47
19,Guadalajara,2017,4,2017T4,69.48,63.71,8.3,59.71,51.88,13.11,64.68,57.9,10.48
19,Guadalajara,2018,1,2018T1,69.61,62.38,10.39,59.48,49.97,15.98,64.63,56.28,12.92
19,Guadalajara,2018,2,2018T2,70.21,63.65,9.35,61.06,53.15,12.95,65.72,58.49,10.99
19,Guadalajara,2018,3,2018T3,72.76,66.61,8.44,61.11,53.56,12.35,67.03,60.2,10.19
19,Guadalajara,2018,4,2018T4,72.22,64.89,10.14,63.33,54.77,13.52,67.85,59.92,11.69
19,Guadalajara,2019,1,2019T1,71.11,64.02,9.97,62.02,54.08,12.8,66.64,59.13,11.26
19,Guadalajara,2019,2,2019T2,72.09,63.58,11.81,63.56,56.42,11.25,67.9,60.06,11.55
19,Guadalajara,2019,3,2019T3,71.88,65.13,9.38,61.03,51.21,16.08,66.54,58.29,12.4
19,Guadalajara,2019,4,2019T4,71.09,63.69,10.41,61.25,50.88,16.92,66.25,57.39,13.37
19,Guadalajara,2020,1,2020T1,69.41,62.71,9.65,57.38,47.5,17.23,63.49,55.23,13.02
19,Guadalajara,2020,2,2020T2,67.36,57.83,14.15,54.63,43.29,20.75,61.1,50.68,17.05
19,Guadalajara,2020,3,2020T3,68.18,59.52,12.7,56.59,45.9,18.89,62.48,52.83,15.45
