codigo_provincia,provincia,anio,valor_tasado_m2,valor_tasado_variacion_pct
06,Badajoz,2023,900.8,1.35
06,Badajoz,2024,924.78,2.662
06,Badajoz,2025,948.05,2.516
07,"Balears, Illes",2015,1943.78,2.528
07,"Balears, Illes",2016,2051.7,5.552
07,"Balears, Illes",2017,2132.3,3.928
07,"Balears, Illes",2018,2239.55,5.03
07,"Balears, Illes",2019,2360.8,5.414
07,"Balears, Illes",2020,2372.9,0.513
07,"Balears, Illes",2021,2462.28,3.767
07,"Balears, Illes",2022,2653.92,7.783
07,"Balears, Illes",2023,2887.58,8.804
07,"Balears, Illes",2024,3167.02,9.677
07,"Balears, Illes",2025,3609.12,13.959
08,Barcelona,2015,1908.58,1.277
08,Barcelona,2016,2027.48,6.23
08,Barcelona,2017,2157.33,6.405
08,Barcelona,2018,2300.52,6.637
08,Barcelona,2019,2406.48,4.606
08,Barcelona,2020,2372.43,-1.415
08,Barcelona,2021,2410.7,1.613
08,Barcelona,2022,2520.3,4.546
08,Barcelona,2023,2577.35,2.264
08,Barcelona,2024,2692.8,4.479
08,Barcelona,2025,2962.45,10.014
09,Burgos,2015,1149.85,0.404
09,Burgos,2016,1120.08,-2.589
09,Burgos,2017,1125.45,0.479
09,Burgos,2018,1116.95,-0.755
09,Burgos,2019,1130.08,1.176
09,Burgos,2020,1110.22,-1.757
09,Burgos,2021,1123.15,1.165
09,Burgos,2022,1162.88,3.537
09,Burgos,2023,1149.7,-1.133
09,Burgos,2024,1197.88,4.191
09,Burgos,2025,1311.6,9.493
10,Cáceres,2015,828.82,-0.188
10,Cáceres,2016,861.65,3.961
10,Cáceres,2017,860.7,-0.11
10,Cáceres,2018,851.15,-1.11
10,Cáceres,2019,850.32,-0.098
10,Cáceres,2020,844.1,-0.731
10,Cáceres,2021,835.75,-0.989
10,Cáceres,2022,838.55,0.335
10,Cáceres,2023,844.4,0.698
10,Cáceres,2024,862.12,2.099
10,Cáceres,2025,894.8,3.791
11,Cádiz,2015,1303.47,0.136
11,Cádiz,2016,1279.9,-1.808
11,Cádiz,2017,1281.65,0.137
11,Cádiz,2018,1307.08,1.984
11,Cádiz,2019,1351.08,3.366
11,Cádiz,2020,1357.08,0.444
11,Cádiz,2021,1402.72,3.363
11,Cádiz,2022,1455.08,3.733
11,Cádiz,2023,1533.25,5.372
11,Cádiz,2024,1639.05,6.9
11,Cádiz,2025,1811.98,10.551
12,Castellón/Castelló,2015,1052.55,-0.04
12,Castellón/Castelló,2016,1051.28,-0.121
12,Castellón/Castelló,2017,1041.88,-0.894
12,Castellón/Castelló,2018,1042.88,0.096
12,Castellón/Castelló,2019,1071.35,2.73
12,Castellón/Castelló,2020,1043.4,-2.609
12,Castellón/Castelló,2021,1069.6,2.511
12,Castellón/Castelló,2022,1076.75,0.668
12,Castellón/Castelló,2023,1112.08,3.281
12,Castellón/Castelló,2024,1168.85,5.105
12,Castellón/Castelló,2025,1298.85,11.122
13,Ciudad Real,2015,783.88,-0.26
13,Ciudad Real,2016,780.58,-0.421
13,Ciudad Real,2017,769.65,-1.4
13,Ciudad Real,2018,756.92,-1.654
13,Ciudad Real,2019,737.05,-2.625
13,Ciudad Real,2020,721.82,-2.066
13,Ciudad Real,2021,715.1,-0.931
13,Ciudad Real,2022,727.58,1.745
13,Ciudad Real,2023,715.82,-1.616
13,Ciudad Real,2024,721.68,0.819
13,Ciudad Real,2025,761.52,5.52
14,Córdoba,2015,1154.53,1.761
14,Córdoba,2016,1143.93,-0.918
14,Córdoba,2017,1133.78,-0.887
14,Córdoba,2018,1144.35,0.932
14,Córdoba,2019,1148.28,0.343
14,Córdoba,2020,1125.6,-1.975
14,Córdoba,2021,1098.45,-2.412
14,Córdoba,2022,1117.88,1.769
14,Córdoba,2023,1108.8,-0.812
14,Córdoba,2024,1135.03,2.366
14,Córdoba,2025,1201.8,5.883
15,"Coruña, A",2015,1195.05,0.865
15,"Coruña, A",2016,1220.62,2.14
15,"Coruña, A",2017,1222.82,0.18
15,"Coruña, A",2018,1217.32,-0.45
15,"Coruña, A",2019,1235.45,1.489
15,"Coruña, A",2020,1244.3,0.716
15,"Coruña, A",2021,1265.0,1.664
15,"Coruña, A",2022,1298.35,2.636
15,"Coruña, A",2023,1346.48,3.707
15,"Coruña, A",2024,1419.85,5.449
15,"Coruña, A",2025,1571.78,10.7
16,Cuenca,2015,802.45,-2.057
16,Cuenca,2016,798.12,-0.54
16,Cuenca,2017,796.38,-0.218
16,Cuenca,2018,777.4,-2.383
16,Cuenca,2019,774.68,-0.35
16,Cuenca,2020,763.4,-1.456
16,Cuenca,2021,777.45,1.84
16,Cuenca,2022,782.4,0.637
16,Cuenca,2023,770.22,-1.557
16,Cuenca,2024,788.82,2.415
16,Cuenca,2025,869.2,10.19
17,Girona,2015,1457.22,1.481
17,Girona,2016,1471.82,1.002
17,Girona,2017,1507.6,2.431
17,Girona,2018,1506.68,-0.061
17,Girona,2019,1532.85,1.737
17,Girona,2020,1529.95,-0.189
17,Girona,2021,1583.18,3.479
17,Girona,2022,1678.6,6.027
17,Girona,2023,1753.78,4.479
17,Girona,2024,1837.35,4.765
17,Girona,2025,1996.68,8.672
18,Granada,2015,1068.7,-1.352
18,Granada,2016,1081.15,1.165
18,Granada,2017,1068.4,-1.179
18,Granada,2018,1103.38,3.274
18,Granada,2019,1119.38,1.45
18,Granada,2020,1108.82,-0.943
18,Granada,2021,1134.7,2.334
18,Granada,2022,1209.25,6.57
18,Granada,2023,1250.85,3.44
18,Granada,2024,1335.0,6.727
18,Granada,2025,1496.8,12.12
19,Guadalajara,2015,1018.55,-4.327
19,Guadalajara,2016,1013.95,-0.452
19,Guadalajara,2017,1053.32,3.883
19,Guadalajara,2018,1080.8,2.609
19,Guadalajara,2019,1112.8,2.961
19,Guadalajara,2020,1113.4,0.054
19,Guadalajara,2021,1126.88,1.211
19,Guadalajara,2022,1209.52,7.334
19,Guadalajara,2023,1273.92,5.324
19,Guadalajara,2024,1359.05,6.683
19,Guadalajara,2025,1531.95,12.722
20,Gipuzkoa,2015,2677.28,-1.679
20,Gipuzkoa,2016,2614.65,-2.339
20,Gipuzkoa,2017,2661.75,1.801
20,Gipuzkoa,2018,2645.32,-0.617
20,Gipuzkoa,2019,2689.05,1.653
20,Gipuzkoa,2020,2682.55,-0.242
20,Gipuzkoa,2021,2746.95,2.401
20,Gipuzkoa,2022,2834.1,3.173
20,Gipuzkoa,2023,2891.05,2.009
20,Gipuzkoa,2024,2960.18,2.391
20,Gipuzkoa,2025,3198.6,8.054
21,Huelva,2015,1080.08,-2.31
21,Huelva,2016,1056.27,-2.204
21,Huelva,2017,1056.22,-0.005
21,Huelva,2018,1067.75,1.092
21,Huelva,2019,1089.05,1.995
21,Huelva,2020,1065.4,-2.172
21,Huelva,2021,1117.75,4.914
21,Huelva,2022,1168.32,4.524
21,Huelva,2023,1208.45,3.435
21,Huelva,2024,1274.47,5.463
21,Huelva,2025,1384.18,8.608
22,Huesca,2015,1176.5,1.235
22,Huesca,2016,1127.53,-4.162
22,Huesca,2017,1130.65,0.277
22,Huesca,2018,1132.65,0.177
22,Huesca,2019,1159.8,2.397
22,Huesca,2020,1139.15,-1.78
22,Huesca,2021,1153.38,1.249
22,Huesca,2022,1182.05,2.486
22,Huesca,2023,1178.27,-0.32
22,Huesca,2024,1233.2,4.662
22,Huesca,2025,1334.12,8.184
23,Jaén,2015,817.02,2.422
23,Jaén,2016,824.1,0.867
23,Jaén,2017,811.28,-1.556
23,Jaén,2018,809.08,-0.271
23,Jaén,2019,799.18,-1.224
23,Jaén,2020,785.92,-1.659
23,Jaén,2021,777.55,-1.065
23,Jaén,2022,794.02,2.118
23,Jaén,2023,797.05,0.382
23,Jaén,2024,806.85,1.23
23,Jaén,2025,849.02,5.226
24,León,2015,879.98,-1.452
24,León,2016,902.15,2.519
24,León,2017,880.58,-2.391
24,León,2018,875.47,-0.58
24,León,2019,869.58,-0.673
24,León,2020,860.02,-1.099
24,León,2021,850.58,-1.098
24,León,2022,871.5,2.459
24,León,2023,879.85,0.958
24,León,2024,902.28,2.549
24,León,2025,966.32,7.098
25,Lleida,2015,1013.9,3.312
25,Lleida,2016,1021.12,0.712
25,Lleida,2017,1026.02,0.48
25,Lleida,2018,1043.7,1.723
25,Lleida,2019,1019.18,-2.349
25,Lleida,2020,988.2,-3.04
25,Lleida,2021,1014.8,2.692
25,Lleida,2022,1053.18,3.782
25,Lleida,2023,1076.3,2.195
25,Lleida,2024,1124.37,4.466
25,Lleida,2025,1190.42,5.874
26,"Rioja, La",2015,1104.88,1.067
26,"Rioja, La",2016,1085.25,-1.777
26,"Rioja, La",2017,1081.8,-0.318
26,"Rioja, La",2018,1113.82,2.96
26,"Rioja, La",2019,1099.68,-1.27
26,"Rioja, La",2020,1095.25,-0.403
26,"Rioja, La",2021,1094.65,-0.055
26,"Rioja, La",2022,1139.68,4.114
26,"Rioja, La",2023,1190.25,4.437
26,"Rioja, La",2024,1232.12,3.518
26,"Rioja, La",2025,1334.95,8.346
27,Lugo,2015,829.4,1.869
27,Lugo,2016,856.62,3.282
27,Lugo,2017,851.22,-0.63
27,Lugo,2018,874.68,2.756
27,Lugo,2019,849.62,-2.865
27,Lugo,2020,850.6,0.115
27,Lugo,2021,875.68,2.949
27,Lugo,2022,895.28,2.238
27,Lugo,2023,938.52,4.83
27,Lugo,2024,977.53,4.157
27,Lugo,2025,1071.92,9.656
28,Madrid,2015,2074.93,2.996
28,Madrid,2016,2169.12,4.539
28,Madrid,2017,2289.55,5.552
28,Madrid,2018,2484.35,8.508
28,Madrid,2019,2626.45,5.72
28,Madrid,2020,2602.52,-0.911
28,Madrid,2021,2676.25,2.833
28,Madrid,2022,2876.98,7.5
28,Madrid,2023,3011.25,4.667
28,Madrid,2024,3239.95,7.595
28,Madrid,2025,3685.58,13.754
29,Málaga,2015,1503.3,1.6
29,Málaga,2016,1555.85,3.496
29,Málaga,2017,1623.02,4.317
29,Málaga,2018,1728.92,6.525
29,Málaga,2019,1811.02,4.749
29,Málaga,2020,1804.8,-0.343
29,Málaga,2021,1875.57,3.921
29,Málaga,2022,2033.75,8.434
29,Málaga,2023,2210.57,8.694
29,Málaga,2024,2422.6,9.592
29,Málaga,2025,2763.75,14.082
30,Murcia,2015,988.32,-0.831
30,Murcia,2016,981.95,-0.645
30,Murcia,2017,975.78,-0.628
30,Murcia,2018,979.08,0.338
30,Murcia,2019,990.95,1.212
30,Murcia,2020,966.55,-2.462
30,Murcia,2021,998.5,3.306
30,Murcia,2022,1029.35,3.09
30,Murcia,2023,1057.4,2.725
30,Murcia,2024,1106.88,4.679
30,Murcia,2025,1209.65,9.285
31,Navarra,2015,1328.5,0.592
31,Navarra,2016,1318.2,-0.775
31,Navarra,2017,1339.35,1.604
31,Navarra,2018,1363.12,1.775
31,Navarra,2019,1434.2,5.215
31,Navarra,2020,1408.7,-1.778
31,Navarra,2021,1428.68,1.418
31,Navarra,2022,1519.8,6.378
31,Navarra,2023,1579.0,3.895
31,Navarra,2024,1654.62,4.789
31,Navarra,2025,1789.88,8.175
32,Ourense,2015,961.85,1.317
32,Ourense,2016,949.28,-1.307
32,Ourense,2017,938.58,-1.127
32,Ourense,2018,937.65,-0.099
32,Ourense,2019,950.55,1.376
32,Ourense,2020,923.8,-2.814
32,Ourense,2021,896.8,-2.923
32,Ourense,2022,928.05,3.485
32,Ourense,2023,947.55,2.101
32,Ourense,2024,955.15,0.802
32,Ourense,2025,1019.75,6.763
33,Asturias,2015,1270.55,-3.006
33,Asturias,2016,1275.35,0.378
33,Asturias,2017,1275.38,0.002
33,Asturias,2018,1271.97,-0.267
33,Asturias,2019,1279.22,0.57
33,Asturias,2020,1264.05,-1.186
33,Asturias,2021,1285.82,1.722
33,Asturias,2022,1305.52,1.532
33,Asturias,2023,1352.0,3.56
33,Asturias,2024,1418.02,4.883
33,Asturias,2025,1600.75,12.886
34,Palencia,2015,1047.03,2.948
34,Palencia,2016,1027.4,-1.875
34,Palencia,2017,1004.8,-2.2
34,Palencia,2018,994.75,-1.0
34,Palencia,2019,970.05,-2.483
34,Palencia,2020,943.12,-2.776
34,Palencia,2021,906.85,-3.846
34,Palencia,2022,924.85,1.985
34,Palencia,2023,947.65,2.465
34,Palencia,2024,945.78,-0.197
34,Palencia,2025,991.1,4.792
35,"Palmas, Las",2015,1363.95,2.91
35,"Palmas, Las",2016,1429.52,4.807
35,"Palmas, Las",2017,1499.58,4.901
35,"Palmas, Las",2018,1562.45,4.193
35,"Palmas, Las",2019,1609.08,2.984
35,"Palmas, Las",2020,1584.78,-1.51
35,"Palmas, Las",2021,1615.62,1.946
35,"Palmas, Las",2022,1694.58,4.887
35,"Palmas, Las",2023,1767.0,4.274
35,"Palmas, Las",2024,1858.02,5.151
35,"Palmas, Las",2025,2048.65,10.26
36,Pontevedra,2015,1216.82,-2.322
36,Pontevedra,2016,1229.4,1.034
36,Pontevedra,2017,1229.0,-0.033
36,Pontevedra,2018,1238.88,0.804
36,Pontevedra,2019,1262.42,1.9
36,Pontevedra,2020,1262.25,-0.013
36,Pontevedra,2021,1284.65,1.775
36,Pontevedra,2022,1351.08,5.171
36,Pontevedra,2023,1396.02,3.326
36,Pontevedra,2024,1486.6,6.488
36,Pontevedra,2025,1636.8,10.104
37,Salamanca,2015,1206.12,1.89
37,Salamanca,2016,1203.4,-0.226
37,Salamanca,2017,1194.75,-0.719
37,Salamanca,2018,1170.02,-2.07
37,Salamanca,2019,1183.72,1.171
37,Salamanca,2020,1185.5,0.15
37,Salamanca,2021,1162.62,-1.93
37,Salamanca,2022,1192.8,2.596
37,Salamanca,2023,1199.03,0.522
37,Salamanca,2024,1217.55,1.545
37,Salamanca,2025,1334.08,9.571
38,Santa Cruz de Tenerife,2015,1261.95,3.423
38,Santa Cruz de Tenerife,2016,1274.95,1.03
38,Santa Cruz de Tenerife,2017,1317.75,3.357
38,Santa Cruz de Tenerife,2018,1371.78,4.1
38,Santa Cruz de Tenerife,2019,1429.82,4.231
38,Santa Cruz de Tenerife,2020,1427.52,-0.161
38,Santa Cruz de Tenerife,2021,1452.6,1.757
38,Santa Cruz de Tenerife,2022,1515.68,4.343
38,Santa Cruz de Tenerife,2023,1654.92,9.187
38,Santa Cruz de Tenerife,2024,1806.4,9.153
38,Santa Cruz de Tenerife,2025,2040.1,12.937
39,Cantabria,2015,1477.9,-1.257
39,Cantabria,2016,1465.52,-0.838
39,Cantabria,2017,1478.62,0.894
39,Cantabria,2018,1448.72,-2.022
39,Cantabria,2019,1465.92,1.187
39,Cantabria,2020,1437.4,-1.946
39,Cantabria,2021,1464.4,1.878
39,Cantabria,2022,1511.15,3.192
39,Cantabria,2023,1547.1,2.379
39,Cantabria,2024,1654.68,6.954
39,Cantabria,2025,1885.57,13.954
40,Segovia,2015,1014.7,-3.908
40,Segovia,2016,980.7,-3.351
40,Segovia,2017,978.28,-0.247
40,Segovia,2018,980.5,0.227
40,Segovia,2019,975.58,-0.502
40,Segovia,2020,973.68,-0.195
40,Segovia,2021,977.95,0.439
40,Segovia,2022,1042.03,6.552
40,Segovia,2023,1110.35,6.556
40,Segovia,2024,1164.65,4.89
40,Segovia,2025,1316.38,13.028
41,Sevilla,2015,1271.35,1.097
41,Sevilla,2016,1230.22,-3.235
41,Sevilla,2017,1253.38,1.883
41,Sevilla,2018,1266.62,1.056
41,Sevilla,2019,1312.4,3.614
41,Sevilla,2020,1316.05,0.278
41,Sevilla,2021,1340.02,1.821
41,Sevilla,2022,1398.55,4.368
41,Sevilla,2023,1493.25,6.771
41,Sevilla,2024,1562.02,4.605
41,Sevilla,2025,1698.15,8.715
42,Soria,2015,1073.53,-0.564
42,Soria,2016,1057.38,-1.504
42,Soria,2017,1027.82,-2.796
42,Soria,2018,1019.47,-0.812
42,Soria,2019,972.75,-4.583
42,Soria,2020,929.1,-4.487
42,Soria,2021,897.28,-3.425
42,Soria,2022,915.65,2.047
42,Soria,2023,929.88,1.554
42,Soria,2024,962.0,3.454
42,Soria,2025,1039.3,8.035
43,Tarragona,2015,1228.32,-0.444
43,Tarragona,2016,1232.25,0.32
43,Tarragona,2017,1246.65,1.169
43,Tarragona,2018,1261.6,1.199
43,Tarragona,2019,1281.75,1.597
43,Tarragona,2020,1252.62,-2.273
43,Tarragona,2021,1310.55,4.625
43,Tarragona,2022,1372.42,4.721
43,Tarragona,2023,1400.88,2.074
43,Tarragona,2024,1490.18,6.375
43,Tarragona,2025,1641.95,10.185
44,Teruel,2015,799.92,-0.349
44,Teruel,2016,797.78,-0.268
44,Teruel,2017,794.15,-0.455
44,Teruel,2018,800.82,0.84
44,Teruel,2019,776.15,-3.081
44,Teruel,2020,757.55,-2.396
44,Teruel,2021,760.15,0.343
44,Teruel,2022,774.32,1.864
44,Teruel,2023,790.58,2.1
44,Teruel,2024,864.45,9.344
44,Teruel,2025,931.38,7.742
45,Toledo,2015,808.45,-1.141
45,Toledo,2016,806.1,-0.291
45,Toledo,2017,799.62,-0.804
45,Toledo,2018,811.5,1.486
45,Toledo,2019,836.55,3.087
45,Toledo,2020,834.53,-0.241
45,Toledo,2021,857.15,2.711
45,Toledo,2022,890.4,3.879
45,Toledo,2023,931.62,4.629
45,Toledo,2024,974.38,4.59
45,Toledo,2025,1091.55,12.025
46,Valencia/València,2015,1071.3,0.53
46,Valencia/València,2016,1099.5,2.632
46,Valencia/València,2017,1089.6,-0.9
46,Valencia/València,2018,1127.45,3.474
46,Valencia/València,2019,1182.18,4.854
46,Valencia/València,2020,1176.9,-0.447
46,Valencia/València,2021,1228.65,4.397
46,Valencia/València,2022,1299.3,5.75
46,Valencia/València,2023,1379.75,6.192
46,Valencia/València,2024,1504.35,9.031
46,Valencia/València,2025,1724.68,14.646
47,Valladolid,2015,1150.45,-1.043
47,Valladolid,2016,1159.07,0.749
47,Valladolid,2017,1171.75,1.094
47,Valladolid,2018,1201.6,2.547
47,Valladolid,2019,1239.3,3.137
47,Valladolid,2020,1225.45,-1.118
47,Valladolid,2021,1253.03,2.251
47,Valladolid,2022,1276.82,1.899
47,Valladolid,2023,1286.92,0.791
47,Valladolid,2024,1337.02,3.893
47,Valladolid,2025,1457.8,9.034
48,Bizkaia,2015,2362.15,-1.294
48,Bizkaia,2016,2337.93,-1.025
48,Bizkaia,2017,2342.52,0.196
48,Bizkaia,2018,2315.58,-1.15
48,Bizkaia,2019,2358.88,1.87
48,Bizkaia,2020,2325.12,-1.431
48,Bizkaia,2021,2371.35,1.988
48,Bizkaia,2022,2457.35,3.627
48,Bizkaia,2023,2474.72,0.707
48,Bizkaia,2024,2526.57,2.095
48,Bizkaia,2025,2764.18,9.404
49,Zamora,2015,856.78,-2.769
49,Zamora,2016,899.02,4.93
49,Zamora,2017,871.18,-3.097
49,Zamora,2018,853.6,-2.018
49,Zamora,2019,839.4,-1.664
49,Zamora,2020,838.02,-0.164
49,Zamora,2021,811.0,-3.224
49,Zamora,2022,792.5,-2.281
49,Zamora,2023,812.25,2.492
49,Zamora,2024,826.42,1.745
49,Zamora,2025,883.95,6.961
50,Zaragoza,2015,1258.03,2.974
50,Zaragoza,2016,1254.15,-0.308
50,Zaragoza,2017,1235.15,-1.515
50,Zaragoza,2018,1265.7,2.473
50,Zaragoza,2019,1314.25,3.836
50,Zaragoza,2020,1289.05,-1.917
50,Zaragoza,2021,1297.58,0.662
50,Zaragoza,2022,1383.32,6.608
50,Zaragoza,2023,1425.28,3.033
50,Zaragoza,2024,1529.8,7.333
50,Zaragoza,2025,1728.7,13.002
51,Ceuta,2015,1720.62,-3.239
51,Ceuta,2016,1721.48,0.05
51,Ceuta,2017,1773.15,3.001
51,Ceuta,2018,1729.38,-2.468
51,Ceuta,2019,1744.65,0.883
51,Ceuta,2020,1770.8,1.499
51,Ceuta,2021,1782.38,0.654
51,Ceuta,2022,1841.75,3.331
51,Ceuta,2023,1843.35,0.087
51,Ceuta,2024,1945.0,5.514
51,Ceuta,2025,2085.55,7.226
52,Melilla,2015,1467.6,0.441
52,Melilla,2016,1488.92,1.453
52,Melilla,2017,1551.98,4.235
52,Melilla,2018,1607.12,3.553
52,Melilla,2019,1652.65,2.833
52,Melilla,2020,1653.42,0.047
52,Melilla,2021,1676.42,1.391
52,Melilla,2022,1772.5,5.731
52,Melilla,2023,1836.52,3.612
52,Melilla,2024,1903.28,3.635
52,Melilla,2025,1993.68,4.75
